workerid,proliferate.condition,adj1,adj2,label,left_end,object,response,right_end,rt,slide_number_in_experiment,utterance,error
120,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.03],"""red glossy nails""",2599,27,,
120,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.03],"""green dry shorts""",3193,28,,
120,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0],"""bearded glasses-wearing man""",4177,29,,
120,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.96],"""rectangular colored picture""",4166,30,,
120,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0.98],"""red matte nails""",2645,31,,
120,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.02],"""round small earring""",2645,32,,
120,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.01],"""brown straight hair""",2424,33,,
120,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.96],"""clean-shaven old man""",3655,34,,
120,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.96],"""clean wooden spoon""",2383,35,,
120,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0.94],"""green spotted frog""",4201,36,,
120,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.98],"""wet green shorts""",2153,37,,
120,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[0.95],"""small glass bottle""",4176,38,,
120,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.03],"""round big earring""",3773,39,,
120,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[0.04],"""wooden high table""",2896,40,,
120,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0.03],"""triangular small earring""",3729,41,,
120,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.96],"""happy old woman""",2505,42,,
120,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.97],"""clean-shaven young man""",2327,43,,
120,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.03],"""bearded young man""",3830,44,,
120,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[0.96],"""long black pencil""",4000,45,,
120,condition1,black,matte,nails_black_matte,"""matte black nails""",nails,[0.01],"""black matte nails""",5135,46,,
120,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.02],"""glass big bottle""",3168,47,,
120,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.02],"""wooden dirty spoon""",2736,48,,
120,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.02],"""metal high table""",3329,49,,
120,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.99],"""fat happy woman""",6618,50,,
120,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.95],"""black and white square picture""",3262,51,,
120,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.03],"""spotted red frog""",7343,52,,
120,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0.96],"""square colored picture""",8312,53,,
120,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.96],"""happy skinny woman""",2383,54,,
120,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[0.97],"""long blue pencil""",2274,55,,
120,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[0.96],"""sad young woman""",4376,56,,
120,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.01],"""bearded hat-wearing man""",3934,57,,
120,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0.02],"""black glossy nails""",2321,58,,
120,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0.02],"""plastic big bottle""",3584,59,,
120,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.02],"""mustache-touting hat-wearing man""",6688,60,,
120,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.05],"""striped green frog""",4029,61,,
120,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.02],"""cardboard closed box""",2730,62,,
68,condition1,,,,,Patricia,Patricia,,0,1,bot_check,
68,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0],"""brown curly hair""",6617,3,,
68,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[1],"""glasses-wearing bearded man""",5687,4,,
68,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0],"""black and white rectangular picture""",4950,5,,
68,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[1],"""happy skinny woman""",4752,6,,
68,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0],"""red spotted frog""",5654,7,,
68,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[0],"""green striped frog""",4418,8,,
68,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0],"""black short pencil""",5180,9,,
68,condition1,wet,green,shorts_wet_green,"""wet green shorts""",shorts,[0],"""green wet shorts""",4593,10,,
68,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[1],"""clean wooden spoon""",3091,11,,
68,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0],"""black long pencil""",4551,12,,
68,condition1,metal,high,table_metal_high,"""high metal table""",table,[0],"""metal high table""",4254,13,,
68,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[1],"""closed cardboard box""",3306,14,,
68,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[1],"""sad young woman""",4822,15,,
68,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0],"""wooden dirty spoon""",3176,16,,
68,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0],"""old happy woman""",3310,17,,
68,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0],"""fat sad woman""",3380,18,,
68,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0],"""red striped frog""",3682,19,,
68,condition1,small,round,earring_small_round,"""small round earring""",earring,[0],"""round small earring""",4580,20,,
68,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0],"""skinny sad woman""",3658,21,,
68,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0],"""wooden closed box""",3767,22,,
68,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0],"""young clean-shaven man""",4437,23,,
68,condition1,big,round,earring_big_round,"""big round earring""",earring,[0],"""round big earring""",3667,24,,
68,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[1],"""matte black nails""",4721,25,,
68,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0],"""blue short pencil""",4592,26,,
68,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0],"""red dry shorts""",3565,27,,
68,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[1],"""high wooden table""",6756,28,,
68,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[1],"""small plastic bottle""",3707,29,,
68,condition1,dry,green,shorts_dry_green,"""green dry shorts""",shorts,[1],"""dry green shorts""",4992,30,,
68,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[1],"""wet red shorts""",3476,31,,
68,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0],"""young happy woman""",3137,32,,
68,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[1],"""hat-wearing mustache-touting man""",8767,33,,
68,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[1],"""matte red nails""",3420,34,,
68,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[1],"""small glass bottle""",3179,35,,
68,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[1],"""straight blond hair""",3414,36,,
68,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0],"""cardboard open box""",3168,37,,
68,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0],"""bearded hat-wearing man""",4376,38,,
68,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0],"""red glossy nails""",3762,39,,
68,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0],"""wooden open box""",3100,40,,
68,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[1],"""bearded young man""",3236,41,,
68,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[1],"""big glass bottle""",2892,42,,
68,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[1],"""small triangular earring""",3260,43,,
68,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0],"""metal clean spoon""",3058,44,,
68,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""",hair,[1],"""curly blond hair""",2912,45,,
68,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[1],"""sad old woman""",2860,46,,
68,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[1],"""big plastic bottle""",4832,47,,
68,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[1],"""low wooden table""",3511,48,,
68,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0],"""old bearded man""",3654,49,,
68,condition1,metal,low,table_metal_low,"""low metal table""",table,[0],"""metal low table""",3517,50,,
68,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0],"""blue long pencil""",3582,51,,
68,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[1],"""big triangular earring""",3272,52,,
68,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0],"""rectangular colored picture""",5392,53,,
68,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[1],"""happy fat woman""",3584,54,,
68,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0],"""old clean-shaven man""",5016,55,,
68,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[1],"""square colored picture""",5002,56,,
68,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0],"""black glossy nails""",2658,57,,
68,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0],"""brown straight hair""",2896,58,,
68,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0],"""black and white square picture""",6886,59,,
68,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0],"""metal dirty spoon""",2958,60,,
68,condition1,spotted,green,frog_spotted_green,"""spotted green frog""",frog,[0],"""green spotted frog""",2915,61,,
68,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[1],"""glasses-wearing mustache-touting man""",5337,62,,
70,condition1,,,,,Jessica,Jessica,,0,1,bot_check,
70,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[1],"""black and white rectangular picture""",19673,3,,
70,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[1],"""fat happy woman""",7367,4,,
70,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0],"""young clean-shaven man""",9040,5,,
70,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[1],"""blond straight hair""",5747,6,,
70,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0],"""bearded hat-wearing man""",10440,7,,
70,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[1],"""long blue pencil""",9790,8,,
70,condition1,dry,red,shorts_dry_red,"""red dry shorts""",shorts,[1],"""dry red shorts""",12713,9,,
70,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""",box,[1],"""closed cardboard box""",6873,10,,
70,condition1,short,black,pencil_short_black,"""short black pencil""",pencil,[0],"""black short pencil""",4136,11,,
70,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0],"""old sad woman""",5489,12,,
70,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[1],"""bearded old man""",10080,13,,
70,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[1],"""square colored picture""",6411,14,,
70,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[1],"""clean-shaven old man""",8857,15,,
70,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[1],"""glasses-wearing mustache-touting man""",6175,16,,
70,condition1,metal,high,table_metal_high,"""metal high table""",table,[1],"""high metal table""",5696,17,,
70,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[1],"""blond curly hair""",4339,18,,
70,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[1],"""colored rectangular picture""",11400,19,,
70,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[1],"""big plastic bottle""",5592,20,,
70,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0],"""red matte nails""",6786,21,,
70,condition1,metal,low,table_metal_low,"""metal low table""",table,[1],"""low metal table""",4498,22,,
70,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0],"""metal dirty spoon""",3861,23,,
70,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0],"""triangular big earring""",4990,24,,
70,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0],"""open wooden box""",4160,25,,
70,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[1],"""small plastic bottle""",3606,26,,
70,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0],"""metal clean spoon""",4171,27,,
70,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0],"""spotted green frog""",11551,28,,
70,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0],"""triangular small earring""",4813,29,,
70,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0],"""wooden dirty spoon""",3984,30,,
70,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0],"""cardboard open box""",4711,31,,
70,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[1],"""bearded young man""",11081,32,,
70,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""",woman,[1],"""skinny happy woman""",6891,33,,
70,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[1],"""green striped frog""",5251,34,,
70,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[1],"""black glossy nails""",3830,35,,
70,condition1,glass,small,bottle_glass_small,"""glass small bottle""",bottle,[1],"""small glass bottle""",5140,36,,
70,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[1],"""red wet shorts""",7036,37,,
70,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[1],"""brown straight hair""",17125,38,,
70,condition1,black,matte,nails_black_matte,"""matte black nails""",nails,[1],"""black matte nails""",3555,39,,
70,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[1],"""happy old woman""",5901,40,,
70,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[1],"""short blue pencil""",3609,41,,
70,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0],"""wooden closed box""",4148,42,,
70,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[1],"""hat-wearing mustache-touting man""",6250,43,,
70,condition1,glass,big,bottle_glass_big,"""glass big bottle""",bottle,[1],"""big glass bottle""",3541,44,,
70,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[1],"""long black pencil""",3476,45,,
70,condition1,big,round,earring_big_round,"""big round earring""",earring,[0],"""round big earring""",7674,46,,
70,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0],"""bearded glasses-wearing man""",10020,47,,
70,condition1,wet,green,shorts_wet_green,"""wet green shorts""",shorts,[1],"""green wet shorts""",3264,48,,
70,condition1,small,round,earring_small_round,"""round small earring""",earring,[1],"""small round earring""",4037,49,,
70,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0],"""green dry shorts""",13629,50,,
70,condition1,black and white,square,picture_bw_square,"""black and white square picture""",picture,[1],"""square black and white picture""",5883,51,,
70,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0],"""spotted red frog""",5047,52,,
70,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0],"""curly brown hair""",8074,53,,
70,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0],"""young happy woman""",6016,54,,
70,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[1],"""red striped frog""",3734,55,,
70,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0],"""skinny sad woman""",3616,56,,
70,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[1],"""high wooden table""",3893,57,,
70,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0],"""young sad woman""",3376,58,,
70,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[1],"""red glossy nails""",3191,59,,
70,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0],"""wooden clean spoon""",2917,60,,
70,condition1,wooden,low,table_wood_low,"""wooden low table""",table,[1],"""low wooden table""",3239,61,,
70,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""",woman,[0],"""fat sad woman""",3183,62,,
61,condition1,,,,,Susan,susan,,0,1,bot_check,
61,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.03],"""brown straight hair""",6470,3,,
61,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.99],"""big plastic bottle""",8757,4,,
61,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.99],"""open cardboard box""",7811,5,,
61,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.01],"""black long pencil""",5727,6,,
61,condition1,wooden,high,table_wood_high,"""high wooden table""",table,[1],"""wooden high table""",10055,7,,
61,condition1,metal,low,table_metal_low,"""low metal table""",table,[0.01],"""metal low table""",6728,8,,
61,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0],"""metal clean spoon""",5536,9,,
61,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0],"""wooden low table""",15561,10,,
61,condition1,red,matte,nails_red_matte,"""matte red nails""",nails,[0],"""red matte nails""",12478,11,,
61,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.01],"""blue long pencil""",5614,12,,
61,condition1,colored,square,picture_colored_square,"""colored square picture""",picture,[0],"""square colored picture""",31003,13,,
61,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.99],"""hat-wearing bearded man""",7263,14,,
61,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.99],"""dirty wooden spoon""",4859,15,,
61,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0.01],"""old happy woman""",4533,16,,
61,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0.99],"""curly brown hair""",6177,17,,
61,condition1,striped,green,frog_striped_green,"""striped green frog""",frog,[1],"""green striped frog""",15647,18,,
61,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.99],"""rectangular black and white picture""",10345,19,,
61,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0.01],"""wooden clean spoon""",5036,20,,
61,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[1],"""happy fat woman""",6545,21,,
61,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""",picture,[0],"""colored rectangular picture""",22122,22,,
61,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.99],"""clean-shaven old man""",4912,23,,
61,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.98],"""glasses-wearing bearded man""",9284,24,,
61,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.99],"""wet green shorts""",4182,25,,
61,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0],"""old sad woman""",3764,26,,
61,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.01],"""cardboard closed box""",6671,27,,
61,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0],"""glass small bottle""",5016,28,,
61,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[1],"""short black pencil""",6868,29,,
61,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.01],"""closed wooden box""",9642,30,,
61,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.99],"""small triangular earring""",24600,31,,
61,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.99],"""glossy black nails""",4968,32,,
61,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""",woman,[0.01],"""skinny sad woman""",5670,33,,
61,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.99],"""glossy red nails""",6020,34,,
61,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.01],"""red dry shorts""",8126,35,,
61,condition1,metal,high,table_metal_high,"""metal high table""",table,[0.03],"""high metal table""",4998,36,,
61,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""",hair,[0.99],"""curly blond hair""",3916,37,,
61,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.98],"""sad fat woman""",7432,38,,
61,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0],"""black and white square picture""",6876,39,,
61,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.99],"""red striped frog""",5779,40,,
61,condition1,big,round,earring_big_round,"""big round earring""",earring,[0],"""round big earring""",7458,41,,
61,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.99],"""spotted green frog""",7240,42,,
61,condition1,young,sad,woman_young_sad,"""young sad woman""",woman,[0.98],"""sad young woman""",5444,43,,
61,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.98],"""happy skinny woman""",9811,44,,
61,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.99],"""open wooden box""",4746,45,,
61,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.99],"""matte black nails""",6945,46,,
61,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.99],"""red spotted frog""",7817,47,,
61,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.01],"""red wet shorts""",6848,48,,
61,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""",hair,[0.98],"""straight blond hair""",6056,49,,
61,condition1,dry,green,shorts_dry_green,"""green dry shorts""",shorts,[0.99],"""dry green shorts""",5628,50,,
61,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0],"""plastic small bottle""",5864,51,,
61,condition1,old,bearded,man_old_bearded,"""bearded old man""",man,[0.01],"""old bearded man""",6948,52,,
61,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.01],"""metal dirty spoon""",4300,53,,
61,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.02],"""mustache-touting hat-wearing man""",10590,54,,
61,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0.02],"""triangular big earring""",6974,55,,
61,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.03],"""blue short pencil""",7794,56,,
61,condition1,young,happy,woman_young_happy,"""young happy woman""",woman,[0.99],"""happy young woman""",10966,57,,
61,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.99],"""clean-shaven young man""",7321,58,,
61,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.98],"""small round earring""",8832,59,,
61,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.98],"""bearded young man""",15100,60,,
61,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.01],"""glass big bottle""",7487,61,,
61,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0],"""mustache-touting glasses-wearing man""",15900,62,,
73,condition1,,,,,Patricia,Patricia,,0,1,bot_check,
73,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.11],"""wooden open box""",6225,3,,
73,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.1],"""red dry shorts""",3348,4,,
73,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.89],"""big plastic bottle""",2213,5,,
73,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.81],"""glasses-wearing mustache-touting man""",4483,6,,
73,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.47],"""young happy woman""",4670,7,,
73,condition1,red,glossy,nails_red_glossy,"""glossy red nails""",nails,[0.83],"""red glossy nails""",4526,8,,
73,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.06],"""metal dirty spoon""",3898,9,,
73,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.22],"""blue short pencil""",1733,10,,
73,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.54],"""young sad woman""",1250,11,,
73,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0.8],"""young clean-shaven man""",1356,12,,
73,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.23],"""bearded young man""",1303,13,,
73,condition1,old,sad,woman_old_sad,"""old sad woman""",woman,[0.61],"""sad old woman""",1402,14,,
73,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.35],"""fat happy woman""",1185,15,,
73,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.88],"""round small earring""",1335,16,,
73,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.23],"""black and white square picture""",1889,17,,
73,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.25],"""old clean-shaven man""",2447,18,,
73,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.72],"""high wooden table""",1441,19,,
73,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.22],"""wet green shorts""",1522,20,,
73,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.34],"""wooden dirty spoon""",1914,21,,
73,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.05],"""matte red nails""",1993,22,,
73,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.68],"""bearded old man""",1521,23,,
73,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.16],"""metal high table""",3964,24,,
73,condition1,straight,brown,hair_straight_brown,"""brown straight hair""",hair,[0.77],"""straight brown hair""",2226,25,,
73,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.27],"""wooden closed box""",1984,26,,
73,condition1,old,happy,woman_old_happy,"""old happy woman""",woman,[0.58],"""happy old woman""",1531,27,,
73,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0.36],"""curly brown hair""",1475,28,,
73,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.32],"""cardboard open box""",2567,29,,
73,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.73],"""clean wooden spoon""",1575,30,,
73,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.42],"""bearded hat-wearing man""",1347,31,,
73,condition1,small,triangular,earring_small_triangular,"""small triangular earring""",earring,[0.91],"""triangular small earring""",1653,32,,
