workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
961,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.36],"""wooden clean spoon""","""tahta temiz kaşık""",26411,42,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""","""metal kirli kaşık""",spoon,[0.82],"""dirty metal spoon""","""kirli metal kaşık""",6260,43,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,short,blue,pencil_short_blue,"""blue short pencil""","""mavi kısa kalem""",pencil,[0.77],"""short blue pencil""","""kısa mavi kalem""",7309,44,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.76],"""curly brown hair""","""kıvırcık kahverengi saç""",5084,45,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0.8],"""spotted red frog""","""benekli kırmızı kurbağa""",5441,46,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.02],"""rectangular colored picture""","""dikdörtgen renkli resim""",4495,47,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,old,happy,woman_old_happy,"""happy old woman""","""mutlu yaşlı kadın""",woman,[0.51],"""old happy woman""","""yaşlı mutlu kadın""",11551,48,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[0.05],"""big triangular earring""","""büyük üçgen küpe""",6972,49,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,black and white,square,picture_bw_square,"""black and white square picture""","""siyah beyaz kare resim""",picture,[0.01],"""square black and white picture""","""kare siyah beyaz resim""",6693,50,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,metal,high,table_metal_high,"""metal high table""","""metal yüksek masa""",table,[0],"""high metal table""","""yüksek metal masa""",8176,51,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0.12],"""clean-shaven old man""","""sakalsız yaşlı adam""",76364,52,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.15],"""green striped frog""","""yeşil çizgili kurbağa""",4625,53,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.46],"""happy young woman""","""mutlu genç kadın""",8433,54,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""","""mutsuz zayıf kadın""",woman,[0.48],"""skinny sad woman""","""zayıf mutsuz kadın""",4021,55,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.23],"""dry red shorts""","""kuru kırmızı şort""",5087,56,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0.55],"""colored square picture""","""renkli kare resim""",7362,57,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,red,glossy,nails_red_glossy,"""glossy red nails""","""parlak kırmızı oje""",nails,[0.79],"""red glossy nails""","""kırmızı parlak oje""",4206,58,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.16],"""wooden open box""","""tahta açık kutu""",5450,59,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""","""tahta kirli kaşık""",spoon,[0.79],"""dirty wooden spoon""","""kirli tahta kaşık""",20505,60,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[0.15],"""big round earring""","""büyük yuvarlak küpe""",6790,61,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
961,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.52],"""brown straight hair""","""kahverengi düz saç""",4530,62,,[],,Yes,,-1,-1,,,Chrome,Mac,800,1280,10.019483333333334,
963,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,young,happy,woman_young_happy,"""happy young woman""","""mutlu genç kadın""",woman,[0.24],"""young happy woman""","""genç mutlu kadın""",12605,3,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""","""kapalı karton kutu""",box,[0.2],"""cardboard closed box""","""karton kapalı kutu""",4714,4,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""","""sakalsız genç adam""",man,[0.17],"""young clean-shaven man""","""genç sakalsız adam""",2554,5,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,short,blue,pencil_short_blue,"""short blue pencil""","""kısa mavi kalem""",pencil,[0.17],"""blue short pencil""","""mavi kısa kalem""",4888,6,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0.5],"""spotted red frog""","""benekli kırmızı kurbağa""",10888,7,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,black,glossy,nails_black_glossy,"""glossy black nails""","""parlak siyah oje""",nails,[0.5],"""black glossy nails""","""siyah parlak oje""",10026,8,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,dry,green,shorts_dry_green,"""green dry shorts""","""yeşil kuru şort""",shorts,[0.66],"""dry green shorts""","""kuru yeşil şort""",9622,9,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.31],"""wooden dirty spoon""","""tahta kirli kaşık""",2998,10,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",man,[0.22],"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",3113,11,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,old,sad,woman_old_sad,"""sad old woman""","""mutsuz yaşlı kadın""",woman,[0.78],"""old sad woman""","""yaşlı mutsuz kadın""",4926,12,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[0.27],"""long blue pencil""","""uzun mavi kalem""",3560,13,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,big,triangular,earring_big_triangular,"""big triangular earring""","""büyük üçgen küpe""",earring,[0.75],"""triangular big earring""","""üçgen büyük küpe""",9178,14,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,young,sad,woman_young_sad,"""young sad woman""","""genç mutsuz kadın""",woman,[0.23],"""sad young woman""","""mutsuz genç kadın""",5367,15,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0.84],"""matte red nails""","""mat kırmızı oje""",4800,16,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.8],"""green striped frog""","""yeşil çizgili kurbağa""",13263,17,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.78],"""bearded young man""","""sakallı genç adam""",7575,18,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.2],"""cardboard open box""","""karton açık kutu""",6658,19,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,metal,high,table_metal_high,"""metal high table""","""metal yüksek masa""",table,[0.8],"""high metal table""","""yüksek metal masa""",3131,20,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.2],"""curly blond hair""","""kıvırcık sarı saç""",2435,21,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.81],"""closed wooden box""","""kapalı tahta kutu""",7213,22,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,wet,green,shorts_wet_green,"""green wet shorts""","""yeşil ıslak şort""",shorts,[0.21],"""wet green shorts""","""ıslak yeşil şort""",3178,23,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""","""büyük plastik şişe""",bottle,[0.22],"""plastic big bottle""","""plastik büyük şişe""",6469,24,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""","""mutlu zayıf kadın""",woman,[0.23],"""skinny happy woman""","""zayıf mutlu kadın""",3650,25,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.22],"""green spotted frog""","""yeşil benekli kurbağa""",7297,26,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.17],"""wooden clean spoon""","""tahta temiz kaşık""",3448,27,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.8],"""small glass bottle""","""küçük cam şişe""",2489,28,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[0.81],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",10224,29,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.17],"""dry red shorts""","""kuru kırmızı şort""",3036,30,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,small,round,earring_small_round,"""round small earring""","""yuvarlak küçük küpe""",earring,[0.78],"""small round earring""","""küçük yuvarlak küpe""",3797,31,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""","""şapkalı sakallı adam""",man,[0.82],"""bearded hat-wearing man""","""sakallı şapkalı adam""",7737,32,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[0.41],"""black matte nails""","""siyah mat oje""",4937,33,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[0.84],"""big round earring""","""büyük yuvarlak küpe""",4854,34,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.23],"""happy old woman""","""mutlu yaşlı kadın""",5152,35,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""","""zayıf mutsuz kadın""",woman,[0.15],"""sad skinny woman""","""mutsuz zayıf kadın""",3389,36,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0.76],"""clean-shaven old man""","""sakalsız yaşlı adam""",4941,37,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.18],"""curly brown hair""","""kıvırcık kahverengi saç""",5582,38,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.78],"""small triangular earring""","""küçük üçgen küpe""",3262,39,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""","""metal temiz kaşık""",spoon,[0.81],"""clean metal spoon""","""temiz metal kaşık""",7665,40,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""","""düz sarı saç""",hair,[0.23],"""blond straight hair""","""sarı düz saç""",2606,41,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,old,bearded,man_old_bearded,"""bearded old man""","""sakallı yaşlı adam""",man,[0.18],"""old bearded man""","""yaşlı sakallı adam""",2675,42,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,black and white,square,picture_bw_square,"""square black and white picture""","""kare siyah beyaz resim""",picture,[0.82],"""black and white square picture""","""siyah beyaz kare resim""",2384,43,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,straight,brown,hair_straight_brown,"""brown straight hair""","""kahverengi düz saç""",hair,[0.33],"""straight brown hair""","""düz kahverengi saç""",1848,44,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,wooden,low,table_wood_low,"""low wooden table""","""alçak tahta masa""",table,[0.31],"""wooden low table""","""tahta alçak masa""",2910,45,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",man,[0.31],"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",1954,46,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",man,[0.29],"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",3691,47,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,short,black,pencil_short_black,"""short black pencil""","""kısa siyah kalem""",pencil,[0.78],"""black short pencil""","""siyah kısa kalem""",5116,48,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0.78],"""sad fat woman""","""mutsuz şişman kadın""",3726,49,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.32],"""wet red shorts""","""ıslak kırmızı şort""",10553,50,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,long,black,pencil_long_black,"""black long pencil""","""siyah uzun kalem""",pencil,[0.74],"""long black pencil""","""uzun siyah kalem""",3528,51,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.29],"""wooden high table""","""tahta yüksek masa""",3023,52,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,striped,red,frog_striped_red,"""red striped frog""","""kırmızı çizgili kurbağa""",frog,[0.24],"""striped red frog""","""çizgili kırmızı kurbağa""",3592,53,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,red,glossy,nails_red_glossy,"""glossy red nails""","""parlak kırmızı oje""",nails,[0.77],"""red glossy nails""","""kırmızı parlak oje""",2722,54,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,metal,low,table_metal_low,"""metal low table""","""metal alçak masa""",table,[0.33],"""low metal table""","""alçak metal masa""",2101,55,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.26],"""wooden open box""","""tahta açık kutu""",4256,56,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""","""kirli metal kaşık""",spoon,[0.22],"""metal dirty spoon""","""metal kirli kaşık""",1571,57,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""","""dikdörtgen renkli resim""",picture,[0.76],"""colored rectangular picture""","""renkli dikdörtgen resim""",3193,58,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,colored,square,picture_colored_square,"""colored square picture""","""renkli kare resim""",picture,[0.22],"""square colored picture""","""kare renkli resim""",1821,59,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0.23],"""fat happy woman""","""şişman mutlu kadın""",1717,60,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""","""plastik küçük şişe""",bottle,[0.78],"""small plastic bottle""","""küçük plastik şişe""",3295,61,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
963,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.81],"""big glass bottle""","""büyük cam şişe""",2218,62,,[],28,Yes,Genel olarak bir yorumum yok.,3,1,Male,Türkçe,Chrome,Windows,1200,1920,6.52845,
959,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,striped,red,frog_striped_red,"""red striped frog""","""kırmızı çizgili kurbağa""",frog,[0.01],"""striped red frog""","""çizgili kırmızı kurbağa""",14300,3,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[0.5],"""big triangular earring""","""büyük üçgen küpe""",9936,4,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""","""mutsuz şişman kadın""",woman,[0.48],"""fat sad woman""","""şişman mutsuz kadın""",6912,5,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""","""tahta kirli kaşık""",spoon,[0.98],"""dirty wooden spoon""","""kirli tahta kaşık""",5121,6,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,red,matte,nails_red_matte,"""matte red nails""","""mat kırmızı oje""",nails,[0.5],"""red matte nails""","""kırmızı mat oje""",5385,7,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[0.99],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",8510,8,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[0.99],"""long blue pencil""","""uzun mavi kalem""",8244,9,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.49],"""happy young woman""","""mutlu genç kadın""",11629,10,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0.49],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",4657,11,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.98],"""small triangular earring""","""küçük üçgen küpe""",6920,12,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,spotted,green,frog_spotted_green,"""green spotted frog""","""yeşil benekli kurbağa""",frog,[0.99],"""spotted green frog""","""benekli yeşil kurbağa""",13332,13,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,old,sad,woman_old_sad,"""sad old woman""","""mutsuz yaşlı kadın""",woman,[0.48],"""old sad woman""","""yaşlı mutsuz kadın""",12830,14,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""","""şapkalı sakallı adam""",man,[0.49],"""bearded hat-wearing man""","""sakallı şapkalı adam""",6191,15,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,curly,brown,hair_curly_brown,"""curly brown hair""","""kıvırcık kahverengi saç""",hair,[0.5],"""brown curly hair""","""kahverengi kıvırcık saç""",5348,16,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
959,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0.47],"""glossy red nails""","""parlak kırmızı oje""",4815,17,,[],33,Yes,cumle icinde ve konusma sirasindaki tanimlamalarla degisebilecek cevaplar iceren bir deneydi. ,4,1,Male,turkce,Chrome,Mac,900,1440,7.21195,
